depth_index,Beech_Soil,Spruce_Soil,Beech_Tree,Spruce_Tree,Beech_Tree_Profile,Spruce_Tree_Profile
18,0.029170323324252338,0.021238954923908385,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
19,0.028722769966941234,0.020448621641789382,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
20,0.028275024258210827,0.019634869771089913,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
21,0.027827121282775858,0.018796566407771775,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
22,0.02737909833110294,0.01793288740276936,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
23,0.026930994894997902,0.01704336079827412,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
24,0.02648285265884988,0.016127913279814502,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
25,0.0260347154856338,0.015186923793202346,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
26,0.025586629397122272,0.014221288184830802,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
27,0.02513864254796344,0.013232436632457276,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
28,0.02469080519341949,0.0122218426420357,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
29,0.024243169650645897,0.011188277401993248,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
30,0.023373831763031525,0.016925912184598216,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
31,0.02313755073964205,0.011076987311278414,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
32,0.02290620981241945,0.007617358735020019,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
33,0.022679672533420334,0.0054557249331064,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
34,0.0224578071969854,0.004038208485071997,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
35,0.021058288162984138,0.00856980085084263,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
36,0.020866910199440578,0.004249311760693756,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
37,0.02067909732437277,0.002266479570560598,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
38,0.020494760082608345,0.0012884982938764268,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
39,0.020313811757556362,0.0007742885023870913,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
40,0.01877776171643042,0.00038664774052648475,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
41,0.018622996602815276,0.0002444908836534949,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
42,0.018470669537734824,0.0001644552382227523,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
43,0.018320723852496845,0.00011683675638287114,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
44,0.018173104322734817,8.707778711929911e-05,0.0021956399999999996,0.0011029532011199998,0.0021956399999999996,0.0011029532011199998
