time,Beech_theta_meas,Spruce_theta_meas,Beech_theta,Spruce_theta,Beech,Spruce,Spruce_root,Beech_root,Rain_Beech,Rain_Spruce,Rain_Free,Beech_change,Spruce_change
2024-09-13 00:00:00,0.1414676203791204,0.13594249036001,0.15826463523475642,0.1259057494190588,26.24703924207251,6.503698841117848,8.008773244000007e-07,2.6748602978007768e-06,0.0,0.0,0.0,0.0,0.0
2024-09-13 00:10:00,0.1414935394431271,0.1358969684240611,0.15832107470032922,0.1257431698295644,26.25408609084472,6.502763035359042,8.008773244000007e-07,2.6748611049028447e-06,0.0,0.0,0.0,0.007046848772208847,-0.0009358057588064739
2024-09-13 00:20:00,0.1415194585071337,0.1358514464881122,0.1583779273308715,0.12558213609827307,26.26111221562304,6.50182792680293,8.008773244000007e-07,2.6748620427419574e-06,0.0,0.0,0.0,0.01407297355052961,-0.0018709143149182594
2024-09-13 00:30:00,0.1415453775711404,0.1358059245521633,0.15843532609160418,0.12542272737231222,26.26811795836461,6.500893533287247,8.008773244000007e-07,2.6748628999999963e-06,0.0,0.0,0.0,0.021078716292098676,-0.0028053078306014
2024-09-13 00:40:00,0.1415194585071337,0.1358286855201377,0.15849328855178058,0.12526434019159158,26.27510351042308,6.499958099492172,8.008773244000007e-07,2.6748628999999963e-06,0.0,0.0,0.0,0.028064268350568966,-0.0037407416256760584
2024-09-13 00:50:00,0.1414935394431271,0.1358514464881122,0.1585518190751811,0.12510513005284907,26.28206903574246,6.499019892108802,8.008773244000007e-07,2.6748628999999963e-06,0.0,0.0,0.0,0.03502979366994907,-0.00467894900904664
2024-09-13 01:00:00,0.1414676203791204,0.1358742074560866,0.15861090961301122,0.12494534994159537,26.289014665769052,6.498079419625424,8.008773244000007e-07,2.6748628999999963e-06,0.0,0.0,0.0,0.041975423696541725,-0.005619421492424337
2024-09-13 01:10:00,0.1414417013151137,0.1358742074560866,0.1586701346328346,0.12478581147973529,26.29593936849815,6.497137774569404,8.008773244000007e-07,2.6748628999999963e-06,0.0,0.0,0.0,0.048900126425639456,-0.006561066548444572
2024-09-13 01:20:00,0.141415782251107,0.1358742074560866,0.1587295409601523,0.12462753695321738,26.30284253804413,6.496195889948567,8.008773244000007e-07,2.6748628999999963e-06,0.0,0.0,0.0,0.05580329597161793,-0.00750295116928168
2024-09-13 01:30:00,0.1413898631871004,0.1358742074560866,0.15878928547041254,0.12447070533195947,26.309724501457847,6.495253872779425,8.008773244000007e-07,2.6748628999999963e-06,0.0,0.0,0.0,0.06268525938533642,-0.008444968338423564
