# OPTIMALIZATION LOG --- STAGE 1 --- 2026-02-19 20:27:24 
call_id,timestamp,error,error_heat,error_moist,b1_org[W/(m.K)],b2_org[W/(m.K)],b3_org[W/(m.K)],b1_min[W/(m.K)],b2_min[W/(m.K)],b3_min[W/(m.K)],albedo[-],alpha_org[1/m],n_org[-],K_org[m/s],alpha_min[1/m],n_min[-],K_min[m/s],S_max[m/s]
103,2026-02-20 01:30:46,10.201896,7.0621558,7.3623796,1.1812205,2.9410629,3.6483966,0.068426585,7.2859506,0.95270413,0.27725057,0.37458234,1.7559597,-4.8562241,0.86925214,4.1401096,-4.9182596,-8.9973229
52,2026-02-20 01:35:18,10.171674,7.2163876,7.1684518,0.44598876,6.4502393,2.5551556,0.20010891,6.4515745,2.2543262,0.17268121,0.49131149,1.4199615,-6.7191707,0.80989373,4.5648165,-6.6019206,-7.6943056
104,2026-02-20 01:37:00,10.689132,7.8520282,7.252806,0.51534609,7.6689635,0.37379403,2.3610572,4.2090079,2.2833898,0.063040468,0.11765421,1.1347267,-5.7910921,0.64880681,2.6312796,-7.8844613,-6.2542957
105,2026-02-20 01:39:52,8.2250237,5.4998214,6.1157975,0.12930484,3.3914199,2.0239463,2.7490057,5.0885713,5.1034801,0.073648083,0.17076822,1.5523273,-6.3541628,0.089415424,2.4407043,-3.6921898,-6.0830092
107,2026-02-20 01:44:40,10.919348,8.421794,6.9502193,0.38517787,4.7761683,1.9040196,0.81246094,5.1376151,3.327417,0.27067381,0.015853838,1.1820722,-3.8865955,0.37825869,2.5049993,-6.8519091,-8.843797
94,2026-02-20 01:45:51,10.847099,8.6066346,6.6019242,2.1977824,7.838849,4.2379735,0.73317055,2.1009587,3.8220058,0.13385882,0.63673528,1.565039,-4.7980667,0.05829671,4.0276273,-5.8846961,-7.2010732
108,2026-02-20 01:46:13,10.726473,7.805595,7.357303,2.6092842,1.8826099,0.83852139,0.49612569,3.4423925,4.1208225,0.13737138,0.30722528,1.3775684,-3.0350479,0.54110561,3.8488515,-6.7765402,-8.6933036
112,2026-02-20 01:55:29,10.61322,7.7635513,7.2365539,0.36469749,3.2129343,4.0531285,0.19210298,3.1220093,5.8962117,0.17773319,0.80276093,1.0934817,-4.0262865,0.70010095,2.5275665,-5.0500451,-8.3774911
109,2026-02-20 02:01:44,10.942638,8.3412248,7.0827464,2.0750138,2.5504699,3.681541,2.7862402,2.6639285,1.1404177,0.27236794,0.94178481,1.5399322,-3.1620122,0.9094133,4.7997421,-6.8859865,-8.6642647
114,2026-02-20 02:04:51,9.7883934,7.6194086,6.1446935,2.4620974,3.5052747,2.3573634,1.3201851,6.3303687,4.8432819,0.18708886,0.024068833,1.1414449,-6.9512741,0.0059553553,2.6283937,-6.3419721,-6.3404047
117,2026-02-20 02:14:08,9.8971425,6.6979186,7.2863788,1.0529377,5.4849964,0.45346477,0.1741379,7.8863129,4.0800122,0.25662962,0.56148462,1.5183811,-3.1833029,0.063377387,4.119253,-5.5412794,-8.4515727
118,2026-02-20 02:23:29,9.8884287,6.6022927,7.3614369,0.39535252,2.8284436,1.5117945,0.95863843,0.70163302,1.8686051,0.12595078,0.88251584,1.4328814,-7.6688379,0.84038513,3.1983309,-3.6519086,-6.7129117
119,2026-02-20 02:32:43,11.643661,9.0357019,7.3437675,2.9606309,4.2111556,2.5752304,1.8576332,6.9219507,3.507037,0.16630144,0.55182584,1.6375057,-3.628362,0.22131434,4.2460406,-3.3221384,-7.0633885
120,2026-02-20 02:42:01,10.179253,7.0321097,7.3597975,0.16129438,1.7603005,3.3179552,0.090729221,5.9932348,1.582355,0.23852103,0.10875354,1.9892616,-5.9202865,0.82202822,3.5013985,-3.7470452,-8.5334444
113,2026-02-20 02:53:45,11.263113,8.5744226,7.3032174,2.4841166,0.9459807,3.2130241,2.6080025,1.6132681,2.6428342,0.24046313,0.94463314,1.6825712,-3.5130703,0.79398053,4.4218812,-7.1872459,-8.3091347
122,2026-02-20 03:03:04,11.298753,8.5866512,7.3437888,2.8444087,4.9579744,2.220706,2.7974449,1.5487392,4.2625989,0.19995182,0.94720939,1.4288826,-6.9247312,0.045237748,4.5766309,-7.9355846,-8.9432567
81,2026-02-20 03:04:42,10.803305,8.2946785,6.921684,1.3006552,4.3311442,2.5866038,2.3110756,1.911526,3.6009476,0.13241037,0.51732269,1.7113438,-4.9170358,0.64463767,4.1142015,-7.6260898,-7.7267592
115,2026-02-20 03:08:35,10.486515,7.5776283,7.2488993,2.6197978,0.21687434,0.10413088,0.44362053,7.1445753,2.8963263,0.24749876,0.72788469,1.4254826,-6.1046856,0.88122512,4.605042,-7.0441519,-8.2451215
123,2026-02-20 03:12:21,11.330063,8.6226981,7.3497889,1.1632666,2.2833451,3.9091046,1.7480612,2.058193,0.15463233,0.10147434,0.70570537,1.5055258,-7.2349167,0.27963207,4.2233139,-4.9496689,-8.1048073
126,2026-02-20 03:21:36,10.89145,8.1820324,7.188743,0.88512241,5.5380543,2.5285088,1.0360397,2.3927037,4.3237979,0.055716558,0.23858361,1.7505893,-3.8670694,0.59859063,2.5394682,-3.4093579,-7.1230135
128,2026-02-20 03:38:41,10.484451,7.686466,7.1303548,1.2585824,4.4365978,0.92597306,2.1604607,6.5828425,0.19235441,0.25205601,0.74336149,1.1289594,-4.4907928,0.21148433,3.0634799,-7.0068984,-6.1853239
129,2026-02-20 03:47:57,9.2431996,7.1865428,5.8129459,1.6074576,1.9247116,0.26764505,1.4106482,6.0242451,3.1754424,0.22423678,0.17956573,1.3286057,-6.2583771,0.05562784,2.3767424,-5.828487,-7.9075008
130,2026-02-20 03:57:10,10.770242,7.8617631,7.3614397,1.7540029,4.1148178,1.1054745,1.8490972,6.4893139,4.9286385,0.090085338,0.17566557,1.2968948,-5.26441,0.62844837,4.162344,-3.780116,-7.3073909
131,2026-02-20 04:06:23,10.409165,7.3951401,7.3254772,0.51188014,4.1802252,2.4367217,2.1143417,0.33419866,5.5095917,0.12452733,0.43045334,1.4127969,-3.6837502,0.61107847,3.0422759,-5.2198086,-7.8562069
136,2026-02-20 05:16:47,10.387206,8.1128119,6.4866269,1.0937733,4.2471473,4.7409892,1.2353314,7.2925986,4.5342027,0.25602186,0.92731323,1.7932599,-5.4249342,0.68673377,3.4513137,-5.446314,-7.4605224
116,2026-02-20 05:18:11,10.909442,8.1405887,7.2626955,1.8493865,6.7403293,2.6551281,1.1454894,1.2266083,2.8152777,0.15832309,0.49844019,1.1991236,-5.7089945,0.68234489,4.2299454,-6.8079547,-7.5050349
138,2026-02-20 05:26:04,11.009464,8.1853926,7.3625845,1.2376491,0.6323418,4.8347575,2.9105962,1.8377609,1.860793,0.12067978,0.32014749,1.4365782,-3.8359364,0.88588967,4.9069569,-5.5938842,-8.7210737
139,2026-02-20 05:27:27,10.363673,7.4652028,7.1886346,1.808984,4.9129637,0.40484348,0.41194284,0.89736846,4.7574574,0.073403332,0.39650571,1.2620653,-4.5179345,0.11801046,3.4601134,-4.2346797,-7.596711
141,2026-02-20 05:36:43,10.792267,7.8917695,7.3615889,1.8403169,7.0551862,5.7177654,0.77170558,2.1888042,2.1180593,0.17889574,0.42133096,1.3085365,-6.6813395,0.90415347,3.6513836,-6.129614,-8.8604583
143,2026-02-20 06:33:31,10.227203,7.1079673,7.3533995,0.87650219,4.8464948,3.1819673,0.6514411,2.7808897,4.5204142,0.29742156,0.56354693,1.9094672,-4.6131177,0.2567222,4.4545245,-3.8180867,-6.6877098
137,2026-02-20 06:57:48,11.156383,8.6552181,7.0393238,2.3727516,1.4564339,3.708255,2.1872347,4.6727678,5.2595094,0.096215703,0.70322621,1.4938466,-6.5083612,0.94620155,3.5845255,-6.2750002,-7.7823568
144,2026-02-20 07:01:39,11.081492,8.7138678,6.8460181,2.2259626,6.7676794,1.1867926,2.234125,5.6884573,0.80238681,0.14507674,0.75759051,1.8810354,-5.345847,0.48910578,4.6640883,-7.1437245,-8.5544979
