OPTIMALIZATION LOG --- STAGE 1 --- 2026-01-18 09:47:17 
call_id 	 timestamp 	 error 	 error_heat 	 error_moist 	b1_org[W/(m.K)] 	 b2_org[W/(m.K)] 	 b3_org[W/(m.K)] 	b1_min[W/(m.K)] 	 b2_min[W/(m.K)] 	 b3_min[W/(m.K)] 	alpha_org[1/m] 	 n_org[-] 	 K_org[m/s] 	alpha_min[1/m] 	 n_min[-] 	 K_min[m/s] 
35	2026-01-18 10:27:44	4.76506488	3.57412405	3.15142516	0.7313876449251893	3.1881896538711043	0.6310923738206897	0.6959702528156263	4.517924633558658	2.9879440287137333	0.05332934598615685	1.46407871031021	-4.009007169596838	0.6719078712316919	2.210097052551193	-4.856031949199947
34	2026-01-18 10:27:44	7.64689248	7.07422459	2.90349980	0.6916517368929209	5.705580916181763	2.7223378836214467	0.388291842640142	3.2452633159885473	1.3092419729348894	0.5675625845142465	2.676805711185888	-6.447489976871256	0.8400541712916061	2.284606791871216	-3.594307305978452
36	2026-01-18 10:27:46	5.95828120	5.24008289	2.83595596	0.9885426931980533	1.972133975311788	0.9506251725608248	0.6592226635202777	1.4343320191171578	1.940524596140554	0.5775208902769554	2.024576134550698	-4.272075654526855	0.745498753717333	2.966072597867487	-5.6324967027414825
39	2026-01-18 10:27:47	4.47587691	3.77020502	2.41226620	0.3674219923322607	5.673316390458758	3.3217101115051353	0.359092732454971	5.563535894819545	1.1654690145084883	0.763668440411235	1.2214270402858198	-3.8232372023928978	0.4877806212894586	1.6047918025484857	-6.786158297006117
43	2026-01-18 10:27:49	4.28223761	4.13051479	1.12978163	0.022399455086323516	5.415666634844807	2.003061828928628	0.11770885820396082	2.07151939754597	1.0674987893413297	0.4065795870651893	2.3876213758912543	-4.310545553950952	0.6926323087148853	1.4249864345134844	-5.933070505968322
40	2026-01-18 10:27:49	4.23383315	2.74553641	3.22294477	0.15476794568176766	0.10724198989618339	1.11906262874556	0.9541634934930374	1.2493132773234004	3.3533723719860986	0.7315976974031033	1.1262557157470252	-5.508268058323197	0.9164192467103733	2.0726616011062906	-3.94369905965185
45	2026-01-18 10:27:50	8.15417520	7.32318026	3.58630787	0.8772217677073042	2.173787605915636	2.2150578843615194	0.40673801764401973	5.853537938440427	0.6882778400436003	0.9306205248819851	1.4483221413377367	-6.698846556541492	0.2858178394482806	2.9962161079058607	-4.286123730362117
46	2026-01-18 10:27:51	5.23373288	4.48034598	2.70526519	0.3908844572989465	2.339587702342072	3.040355082744787	0.3392398345690815	0.04416446632659632	2.915752776190361	0.28245748567242873	1.6334789449349774	-3.768752264502285	0.03981422270970508	2.973494941583648	-6.778139655054638
41	2026-01-18 10:27:51	4.89927656	3.76580475	3.13394725	0.40007849534951384	3.4175547415822014	2.130265614982335	0.17605097707465828	4.993741281934796	3.9590549439303144	0.8867402441703941	1.0812986908120554	-4.856508593672767	0.5625907194703526	2.926758175278792	-5.513149320224052
48	2026-01-18 10:27:55	4.37935177	3.07559475	3.11760147	0.2681556731972247	0.4765141846600578	0.17501053021066215	0.48482084957647464	4.148058084034338	3.6536529080372913	0.9640312405819669	1.383204007579495	-5.196689770393776	0.21458510891853189	2.9449957379422207	-3.8703794147544825
47	2026-01-18 10:27:55	6.28678979	5.85896304	2.27953458	0.9379571512096319	4.455119887860813	3.648336982649811	0.7977476181839661	2.1608248897129245	0.7085589315326006	0.8162315632113044	2.5318218195042723	-5.183031968482231	0.45271239133075875	1.3861384279971287	-6.457166824989786
44	2026-01-18 10:27:56	5.02750133	4.82703389	1.40552958	0.9387849044899708	3.0401843589150928	2.0960652116308656	0.6931468974607217	0.48211282368599395	0.570414969839022	0.18129574011918276	1.531798880211177	-5.703086458958888	0.7756651485066027	1.4698288710177496	-4.077688537654227
37	2026-01-18 10:27:57	6.60333061	6.22354394	2.20714204	0.6649419445275353	1.81727609728373	0.21965194659745912	0.526421981781361	2.279385297580614	0.5951777396488991	0.7754326236188989	2.5395056332687718	-6.641839521089645	0.28930393790876563	2.7056016380720567	-6.041420070945248
42	2026-01-18 10:28:01	6.52204273	6.29646083	1.70047712	0.5496403624271543	4.375814262161804	3.2300819329581705	0.15843060203760362	1.6964991654843906	3.6988313570848814	0.5020791433115952	2.7848451326388948	-6.979476627536953	0.007324536107093715	2.2495993854154754	-5.7302816716236915
38	2026-01-18 10:28:27	3.40638862	2.87360424	1.82917525	0.6039617218377804	1.784369490830191	0.8292085915805518	0.1517869689908798	2.818761969802587	2.1574182043246344	0.16897165812817894	1.6597919260589489	-4.605239662116299	0.09054025304855401	1.2924532838032763	-5.9123316388844875
49	2026-01-18 10:41:13	5.59783090	5.30552096	1.78526136	0.47990311100124644	4.411267398616266	3.4940390002224917	0.9289078885370007	0.06402512682391004	1.722199511951151	0.548687105580238	2.214755542654462	-3.6588309105378887	0.4814166550378521	2.1284550797134467	-5.757167586508484
50	2026-01-18 10:41:14	5.12882077	4.94161514	1.37304124	0.21758727849582093	2.458489466207114	0.7363758184202014	0.1982740502745442	3.2602223637146786	1.7426877848757092	0.8625943850784359	1.9255576915701675	-4.827420920773524	0.20855669947368294	2.13964028920364	-5.359685296346896
51	2026-01-18 10:41:14	6.09672282	5.57409538	2.46971452	0.09220454189520372	0.8608166256186061	3.5085742423217057	0.6495572475898029	3.6187235407765073	2.463086420578872	0.6512102907012995	2.0801020014543017	-3.9661889859572943	0.26351029274626414	2.448534549022813	-4.161824739338105
53	2026-01-18 10:41:16	4.69250707	3.61029893	2.99755972	0.43101453301143877	2.795508337840015	2.2980121400248716	0.2869911147629777	0.22876226526193566	0.08631482213807695	0.3526983318328819	1.055960830765144	-4.365182531232408	0.8479946964909354	1.7861529480857679	-3.7244097346749783
52	2026-01-18 10:41:16	4.78470336	4.23737755	2.22216511	0.13988970328096922	2.2565386990204477	1.1561179058586597	0.20235327371212708	4.906484310501141	3.557185836552611	0.767457378163262	2.7325637382158665	-4.476147991633585	0.40976774660960696	2.3158422753097163	-4.35391369396968
54	2026-01-18 10:41:18	5.66318905	4.65090690	3.23121884	0.9244768319737979	0.7125931169385771	2.8204063426663737	0.3052163334045614	2.6677038357552645	3.0934907538385783	0.06416290757785248	2.0724677511642455	-4.1067466659982195	0.7353113058725367	2.717592664665574	-4.883384017170355
55	2026-01-18 10:41:20	3.98623024	3.79035493	1.23419650	0.8174437719169574	4.584072148068222	2.2499556778013154	0.5852441409603883	0.09615344517794933	0.16440508801712417	0.85071989622099	1.2057406560762889	-5.68878254994131	0.6786372373731647	1.2696481314496844	-5.406250314394675
56	2026-01-18 10:41:21	3.59856281	3.57057836	0.44791123	0.06614356167927948	3.0740411444359212	0.15802845457777148	0.3852799573970819	1.756478868791056	0.6251458469754771	0.35710214024493425	2.290557600093852	-5.245758904542944	0.1265814954148069	1.5588577507609265	-4.641073360298776
57	2026-01-18 10:41:26	6.65231753	6.29704786	2.14488153	0.409331980899658	3.049779586180279	3.2541459619260413	0.5322583214577005	3.1150821897352	3.6328208575657865	0.9072629965921356	1.8632420667426839	-5.516042642458333	0.7411633111881518	2.3674460408044453	-6.214449210916503
61	2026-01-18 10:41:28	5.83714931	5.42707878	2.14921566	0.7680909842356181	1.8908096529952398	2.563228608096286	0.9150676334058733	1.0096511744132353	2.2768443917713985	0.10481479627655865	2.4994319237818776	-6.1229778597920035	0.1889341777634923	2.648804764259654	-6.334301251328146
62	2026-01-18 10:41:28	6.32043834	6.08590531	1.70578350	0.7264247881033471	1.2001619863739863	2.0640406948045786	0.6884518877259902	2.9796569407660085	3.9842053698356743	0.6710023356735664	2.8845076378769456	-6.001965993334008	0.468699117623422	2.17383352808233	-5.376031213656159
60	2026-01-18 10:41:29	3.86627621	3.80954079	0.65991719	0.5649044042939442	0.562582785582896	3.608569688692075	0.9925914324900926	5.591644221279438	3.428145380623139	0.9980867801708577	1.3458229788667846	-4.883375359737434	0.0636968332164804	1.4554178117438696	-4.123699888212255
59	2026-01-18 10:41:30	3.53486884	1.91009604	2.97436225	0.0905322737912051	0.2896014584491371	0.06323613930362781	0.711724061501913	3.8014396911921775	2.671218399420776	0.8771711011015867	2.4310763324222773	-5.338947818434144	0.4407597129770197	2.7298722255030534	-3.711377329865374
58	2026-01-18 10:41:37	5.74857417	4.65318652	3.37549407	0.8052893536038239	3.1383940383326103	1.3200258321844016	0.8380030837371375	5.121550688189724	0.13954171608797572	0.1635899024671243	2.2506020001146823	-4.233062311674216	0.7657787646194056	2.7634473845909597	-6.644429482762321
63	2026-01-18 10:41:40	3.49344045	3.18936076	1.42551888	0.03225351302012752	4.956503353002871	2.3596138973642726	0.8123142794373172	2.5208601925346557	0.29479651110008387	0.2893497425507171	1.5049216912807766	-4.019168910071016	0.7503213455338676	1.205740954885113	-6.852088808480195
64	2026-01-18 10:42:01	3.81902841	2.51693486	2.87228427	0.20103392379406276	2.1576337918074553	1.567322320135981	0.24129984711214358	4.55655043790877	3.677609517307604	0.6216137297131469	2.8766575338623483	-5.224951318871325	0.4263249051291693	1.1397895052609373	-4.195130436359508
68	2026-01-18 10:54:46	5.86062584	5.28331602	2.53643591	0.958890832605389	0.8971272246019577	3.337820564584894	0.5394142955132012	1.184191876927414	3.4153045014076793	0.4915986424561144	1.8279983836097475	-4.21774205889321	0.9097605474815014	1.799286017784547	-3.910532137340934
66	2026-01-18 10:54:47	5.80014940	4.84119865	3.19445280	0.9170671525727759	1.8298180812943032	1.6950547621023253	0.2926763761230603	3.5954416177729698	2.0034053661774016	0.9603280712113716	2.9865108023299958	-5.9245538191430995	0.39515980968321684	1.2364325691341476	-6.953837876787221
67	2026-01-18 10:54:48	5.38974603	3.32156591	4.24459210	0.3265832733005708	1.5707064010435603	2.4030881257539374	0.034916903105042474	2.124774308678611	2.6770357552910906	0.38751097328352396	2.672367499260549	-4.969931802952637	0.15685544071971402	1.0745725621137145	-5.541355512732906
69	2026-01-18 10:54:48	5.02514919	4.54338096	2.14704769	0.046510352806124866	2.206342016980433	2.016950617821161	0.14319984990942214	3.911904808973627	3.453159232003051	0.8395886343464455	2.192610561392624	-5.227228347146575	0.33954221925455946	1.929395394626362	-3.7928450026440608
70	2026-01-18 10:54:52	6.99595521	6.56656892	2.41320572	0.6777999583786298	5.9412153502146525	0.7030594803884969	0.30946565320988534	5.4646128830355	2.617913274761417	0.8456847415299651	1.8761879094137077	-5.492752458330505	0.7863742312752775	2.3010386933977833	-4.603089887187652
65	2026-01-18 10:54:53	4.71843070	4.53760279	1.29373461	0.5813939944662457	5.30125085060358	2.23154739962574	0.5677552362836507	2.8409882546957137	1.6739243168946332	0.24975383182789068	2.912843590300111	-4.186880330640457	0.4127933643317326	1.5812056441245936	-6.500393624775062
72	2026-01-18 10:54:53	6.55554474	6.31176461	1.77109973	0.7786747770290874	2.282808829818331	3.6287961358966188	0.9358587888453613	4.866089216612842	0.37602706897959215	0.6377987756114921	2.31473018439367	-5.370405856709918	0.060766152052757594	1.8939469379718836	-3.7011902032019774
76	2026-01-18 10:54:56	5.83517229	4.86553893	3.22114366	0.24039558765622682	3.9493693544281263	3.54811817038801	0.984889047781558	0.36099555468696165	2.1964250924834077	0.2155165457011241	2.843086603903003	-5.540865654756535	0.9373950573380206	2.6381936112567845	-4.277624391533756
71	2026-01-18 10:54:58	6.42675692	6.24074268	1.53503591	0.37855639412393294	4.528318570360248	1.1110076231522208	0.04342539738597495	0.1997205284248178	3.874385786632521	0.7183430150046283	2.3043744679004075	-4.92091709421526	0.34444807248096865	2.6019354254598435	-5.810371276743684
73	2026-01-18 10:55:00	7.23151884	6.67553487	2.78066520	0.23132648409803902	3.7219354165039498	2.487844687562435	0.5016538695574981	0.9144744606060611	1.9718388846613617	0.7473712667717589	1.962402950969082	-6.658160842877923	0.35115643294152377	2.7448251002876014	-5.023355525601439
75	2026-01-18 10:55:00	4.19079657	3.75041574	1.87006888	0.1742859434529891	3.741864338174108	2.670784409910232	0.8577207392259196	5.799679826634797	3.474183907645	0.1308790136027868	2.926996632564136	-6.631886091826425	0.325067833001523	1.307906630527142	-6.132936283121903
74	2026-01-18 10:55:03	5.44813152	5.16842540	1.72322837	0.7618649196482584	2.514036213239568	1.2921809479951412	0.6386296665661453	4.808708253986176	3.795650900157827	0.6079734597403005	1.6810385859578796	-4.807958403854192	0.13694938339479523	2.276362340589187	-5.287168124273683
77	2026-01-18 10:55:03	6.94538496	6.28281441	2.96050930	0.31361600836763903	3.5236052719350592	2.9788892522911268	0.6719825421883615	0.847889279706461	0.6005158879859736	0.6799728463504435	1.3743900770593585	-6.51567525992128	0.29887658757117597	2.7751589351518966	-5.847820035485738
78	2026-01-18 10:55:06	5.90903089	4.79518760	3.45294396	0.31890096148215785	1.4835551351873784	3.3018225865904096	0.1891602629461822	2.7181928313666033	3.5356923441207337	0.0225453767127477	1.2498396516984407	-6.8395125443399145	0.9284759567013645	2.3704136500176793	-6.362683043246658
79	2026-01-18 10:55:09	3.77886507	3.33696762	1.77326489	0.06474970012712583	0.6294461600470673	1.6775008774612303	0.8269322336493387	2.0230028232050676	1.5721093944525029	0.9456568600945187	2.130101853507192	-3.7250161861469135	0.5604316101927483	1.5974427009959182	-6.571612561694393
80	2026-01-18 10:55:31	5.11075029	3.44280128	3.77715341	0.1811198330946644	5.742146926264015	1.8693822443844896	0.26971522770579237	0.8250025629624367	3.8536523844086767	0.26899743679746874	1.8061993149684263	-5.659349321422813	0.41696004064009634	1.0816860976735896	-5.570541646723868
81	2026-01-18 11:08:20	3.70185992	3.56095771	1.01160614	0.12295415613247279	2.8427658881870865	3.452626407232759	0.7316456028205435	0.746786567586426	0.9970509101100602	0.1589187114656011	1.5497524376818475	-4.486334268089575	0.7554731018077812	1.3303188844757323	-5.474321044047288
83	2026-01-18 11:08:20	6.98311023	6.52737002	2.48138451	0.8785934683046415	0.9838828078817969	1.7223900536893435	0.8179686408031112	3.714850596176128	0.8835859101675803	0.9777724377670216	1.9914223474231363	-6.581359930881355	0.6199687701609671	1.6507294606376168	-3.5565847253054863
82	2026-01-18 11:08:21	6.85134746	6.36531285	2.53451266	0.05068771352359852	3.650191290516236	3.280776694203708	0.5130523846188367	0.960879036790776	2.8990164722254335	0.7516900031374061	1.6581865891688368	-6.339491840981707	0.6166328378588363	1.9464927750313272	-3.7690980363120086
84	2026-01-18 11:08:21	5.13373517	4.69834752	2.06900155	0.5339745857081839	0.12836798497078838	2.8626814554084112	0.8806026484274789	2.486797288891602	3.392965253116402	0.37575953728218997	1.765579084989394	-4.746739548492487	0.049117687525071785	2.7521018232314574	-6.280321341010011
86	2026-01-18 11:08:21	6.99085384	6.69072771	2.02637609	0.6568072085729684	5.453003680480429	3.4741835428533916	0.25504063533994636	4.192590800531941	3.2447880660787125	0.9693285659427013	1.5456687074308324	-6.069543880292054	0.3121722343163212	2.111085748123902	-6.692371811907967
87	2026-01-18 11:08:23	5.57907640	5.02202685	2.43009048	0.4961631921561897	0.871725693885617	1.4788380370520802	0.591542530972112	0.6828130248012299	0.027914133589937995	0.07811590629815873	2.1523924322493415	-4.98809206370699	0.22480416163729555	2.2245892066601507	-4.424811400709676
85	2026-01-18 11:08:24	5.34145160	4.92692717	2.06312720	0.6322770743287839	5.057482506519339	0.2728349238895984	0.6561786522315882	1.6204373931045173	1.584548528421127	0.3423535314421309	2.377090684490471	-6.055556943375626	0.2584632183044557	1.2622352528085208	-5.160665035162357
91	2026-01-18 11:08:29	5.63710114	5.09738782	2.40697875	0.17116378559352619	4.980716820581829	1.22335047126126	0.4446204981986977	4.2528982668818145	1.7135752122108636	0.3645464333529997	1.7748637831614893	-4.567930462669659	0.1352573452523812	2.0782935219616347	-3.5259976172051646
90	2026-01-18 11:08:30	5.23609039	4.93000676	1.76399432	0.7842542904070895	5.485287017502376	1.4968048216224437	0.07939779414329329	2.258646310157635	2.0761205312671724	0.5432547571506378	1.8873425621070161	-3.7479972554547474	0.47072767099115836	1.2221513596352744	-4.320237509570169
89	2026-01-18 11:08:30	5.65165986	5.19996934	2.21395078	0.952787626402609	4.038805883352565	0.10386056320423509	0.9203455874054302	4.591318210274317	2.2242552153755315	0.5190756821770193	2.366108827898556	-3.9840491881335622	0.9244252984589857	1.8041721239963855	-4.0313056804374545
92	2026-01-18 11:08:35	5.47733226	4.70202956	2.80928580	0.6239929249374634	5.545849337718066	0.4364699905085192	0.31465527323312703	0.5373525576417966	2.7920998556129524	0.18361533264773694	2.6949653985042463	-5.150076560177769	0.8166963854647554	1.9364213829648524	-5.78118319386001
94	2026-01-18 11:08:38	6.11384215	5.28843553	3.06781932	0.9087513777618212	4.147242833666359	0.6760525776487305	0.37083655101448465	5.485562342403507	2.743655782320329	0.2282062249424902	2.803532875051851	-5.745952998236559	0.5035248655351218	2.7832242430522376	-6.753202601844174
93	2026-01-18 11:08:39	7.84941617	6.93542941	3.67602409	0.9599607724280388	2.5703918581772704	1.840179583441683	0.024142451380352203	2.5476933730070046	3.1283302729873763	0.7986951808421375	1.0986947374299905	-6.7244509929452185	0.4759537071605227	2.8010383111705166	-6.94080756592331
95	2026-01-18 11:08:41	6.71117822	6.15847701	2.66703470	0.3950618583163751	4.761612437260538	3.0229462107032834	0.5781222227658646	4.829891485882415	1.2959158372449466	0.6731361582160256	2.0042325856098455	-3.954563044559658	0.39656780165792266	2.8410077809743735	-4.559407904215068
88	2026-01-18 11:08:41	5.90561895	5.50005132	2.15076047	0.8516747142110463	3.6079427071288004	2.19409410495283	0.39460799689007475	0.659179491382921	2.5264105691470395	0.8325408800303467	1.6245494170780042	-3.928891743839411	0.20667720762071518	2.7897459344158078	-5.888320874162866
96	2026-01-18 11:09:04	5.21383011	5.01152426	1.43827989	0.7208556357697871	2.8810074267970354	1.7750711511630626	0.23310136684145216	5.209051294432854	3.372957054980102	0.650352892356907	2.091500323535195	-3.90768439505221	0.07902086060073499	1.971073475653141	-6.89156177814772
97	2026-01-18 11:21:56	5.60296486	5.00785057	2.51289632	0.7596047665075154	4.697608795483642	0.6419749898082725	0.5418226596072434	1.9710483191815389	2.8009245591288257	0.008964478131453235	2.7027158512313862	-6.616477079641603	0.49896551998640193	1.9548657479755507	-6.63073361380724
